MSOA,Total_Population,Total_Households,Total_Population_16_and_over,Total_Population_16_to_74,Total_Employment_16_to_74,Total_Population_in_Households_16_and_over,Age_0_to_4,Age_5_to_9,Age_10_to_14,Age_15_to_19,Age_20_to_24,Age_25_to_29,Age_30_to_44,Age_45_to_59,Age_60_to_64,Age_65_to_74,Age_75_to_84,Age_85_to_89,Age_90_and_over,White_British_and_Irish,White_Other_White,Mixed_or_multiple_ethnic_group,Asian_or_Asian_British_Indian,Asian_or_Asian_British_Pakistani,Asian_or_Asian_British_Bangladeshi,Asian_or_Asian_British_Chinese,Asian_or_Asian_British_Other_Asian,Black_or_African_or_Caribbean_or_Black_British_African,Arab_or_Other_Ethnic_Groups,Christian,Other_religion,No_religion,Religion_not_stated,Main_language_is_English_or_Main_language_not_English__Can_speak_English_very_well,Main_language_is_not_English__Can_speak_English_well,Main_language_is_not_English__Cannot_speak_English_well,Main_language_is_not_English__Cannot_speak_English,All_household_members_have_the_same_ethnic_group,Different_ethnic_groups_between_the_generations_only,Different_ethnic_groups_within_partnerships_(whether_or_not_different_ethnic_groups_between_generations),Any_other_combination_of_multiple_ethnic_groups,Owned_and_Shared_Ownership,Social_rented,Private_rented,Living_rent_free,Very_good_health,Good_health,Fair_health,Bad_health,Very_bad_health,No_qualifications,Highest_level_of_qualification_Level_1_Level_2_or_Apprenticeship,Highest_level_of_qualification_Level_3_qualifications,Highest_level_of_qualification_Level_4_qualifications_and_above,Schoolchildren_and_fulltime_students_Age_16_and_over,No_cars_or_vans_in_household,1_car_or_van_in_household,2_or_more_cars_or_vans_in_household,Work_mainly_at_or_from_home,Public_Transport,Private_Transport,On_foot_Bicycle_or_Other,Managers_directors_and_senior_officials,Professional_occupations,Associate_professional_and_technical_occupations,Administrative_and_secretarial_occupations,Skilled_trades_occupations,Caring_leisure_and_other_service_occupations,Sales_and_customer_service_occupations,Process_plant_and_machine_operatives,Elementary_occupations,Median_House_Price_201415,Average_Annual_Income_201516,Number_Births_201617
E02000073,10724,3968,8505,7615,5134,8505,599,693,772,749,569,516,2079,2205,673,979,666,156,68,8735,252,183,539,53,21,113,224,501,103,6772,850,2336,766,10074,191,98,14,2802,91,211,49,3561,163,224,20,5180,3824,1262,354,104,1863,3540,979,1715,602,629,1756,1583,178,1798,2872,286,492,737,650,1021,641,442,431,356,364,334000,57900,98
E02000074,7655,3185,5998,5392,3369,5916,536,470,533,534,506,492,1560,1456,384,578,403,130,73,6080,208,150,187,28,18,46,87,820,31,4467,467,2172,549,7164,113,60,8,1891,99,116,36,1743,1149,267,26,3429,2599,1075,432,120,1812,2347,599,943,433,1000,1444,741,99,1077,1908,285,241,373,335,510,430,360,345,328,447,215000,39900,116
E02000075,7948,3172,6617,5780,3931,6589,377,408,437,489,477,368,1411,1733,605,806,640,138,59,6908,121,129,285,21,15,65,140,232,32,5176,450,1734,588,7606,90,39,6,2188,44,165,30,2804,176,171,21,3669,2866,1044,294,75,1509,2668,790,1330,404,544,1405,1223,151,1382,2117,281,358,606,530,759,509,337,318,250,264,326250,51000,74
E02000077,7823,2870,6189,5608,3878,6126,481,503,535,530,501,430,1587,1594,450,631,440,94,47,6276,207,139,350,43,27,100,239,366,76,4862,701,1735,525,7286,159,76,12,1946,79,160,43,2335,276,235,24,3716,2745,969,309,84,1540,2486,700,1140,464,563,1319,988,130,1463,2007,278,371,493,433,701,525,388,341,281,345,293500,53000,87
E02000078,7665,3036,6200,5679,4004,6200,421,420,512,466,445,454,1579,1631,506,710,407,78,36,6799,148,133,95,4,8,32,82,316,48,4934,276,1846,609,7304,57,35,8,2104,41,164,29,2650,128,241,17,3681,2761,909,240,74,1197,2661,775,1284,358,462,1423,1151,125,1380,2249,250,362,584,541,791,553,288,311,249,325,280000,52000,100
E02000079,7865,3267,6421,5567,3898,6271,479,423,440,433,506,488,1649,1470,450,673,559,191,104,6503,307,180,262,11,52,131,142,213,64,4788,526,2005,546,7326,168,63,12,1945,71,198,60,2572,132,526,37,3700,2724,1072,277,92,1356,2338,751,1637,387,824,1531,912,170,1573,1790,365,400,686,577,704,454,311,297,221,248,263500,48500,96
E02000080,9430,3702,7642,6827,4574,7642,526,537,580,675,650,539,1827,1977,535,769,627,126,62,7316,369,209,431,22,53,162,289,456,123,5751,918,2151,610,8705,270,125,24,2394,112,199,62,3031,231,410,30,4444,3421,1176,295,94,1840,2993,882,1484,569,862,1626,1214,136,1765,2370,303,446,595,521,902,658,414,372,290,376,305000,48400,130
E02000081,7513,3106,6127,5358,3517,6100,419,399,460,505,430,399,1404,1510,494,724,522,171,76,6532,196,129,179,13,30,80,93,225,36,4813,389,1797,514,7136,93,40,6,1927,66,143,31,2381,438,258,29,3390,2649,1093,278,103,1565,2349,704,1209,392,731,1388,987,135,1183,1880,319,342,496,447,661,435,307,272,226,331,260000,48200,87
E02000082,8876,3356,7179,6482,4607,7179,484,504,573,618,576,537,1728,1942,520,697,529,120,48,7506,253,121,226,21,51,109,189,326,74,5574,574,2099,629,8363,140,75,6,2326,69,172,44,3037,17,273,29,4300,3203,1015,285,73,1519,3028,853,1458,506,490,1530,1336,149,1671,2514,273,428,630,546,916,639,375,358,350,365,295000,54500,93
E02000083,9771,3985,7590,6931,4614,7569,648,691,687,661,593,603,2160,1846,510,713,461,125,73,8277,310,192,150,16,55,60,146,525,40,6064,448,2599,660,9141,154,64,12,2449,99,158,50,2825,715,416,29,4483,3521,1243,412,112,1818,3081,868,1448,524,923,1854,1208,151,1495,2603,365,435,624,607,752,594,382,396,361,463,230500,44700,150
E02000084,10641,4209,8728,7815,5435,8722,578,548,636,717,642,573,2017,2325,703,989,675,168,70,9006,262,218,374,28,29,120,212,326,66,6664,718,2455,804,10085,148,64,9,2757,102,223,74,3653,175,353,28,5177,3739,1301,332,92,1729,3506,1011,2102,568,649,1820,1740,245,1819,3015,356,646,854,810,999,709,397,380,301,339,335000,55900,127
E02000085,7893,3084,6312,5718,4009,6312,489,473,493,580,548,509,1547,1558,440,662,454,102,38,6906,199,187,91,25,31,60,130,214,50,4867,339,2110,577,7444,111,48,3,2043,76,151,33,2637,135,295,17,3949,2743,886,255,60,1500,2662,813,1079,470,506,1437,1141,146,1279,2292,292,361,477,502,795,619,346,335,276,298,270000,51700,90
E02000086,7328,2789,5918,5412,3815,5913,390,430,475,525,490,387,1406,1626,460,633,405,76,25,6599,184,123,145,2,15,66,79,91,24,4751,308,1721,548,6979,85,26,3,1964,53,153,30,2519,23,232,15,3757,2587,759,178,47,1148,2539,760,1235,440,350,1268,1171,142,1230,2171,272,420,544,550,732,468,299,314,226,262,287573,55700,62
E02000087,7579,3142,6239,5367,3665,6219,379,405,456,446,386,357,1420,1576,478,804,649,159,64,6617,179,158,247,17,12,79,108,138,24,5018,418,1588,555,7245,73,26,6,2004,55,185,32,2670,127,318,27,3719,2657,914,226,63,1122,2234,777,1857,389,448,1434,1260,209,1360,1873,223,514,756,570,662,347,217,230,175,194,359250,58100,82
E02000088,7737,2984,6329,5682,3958,6329,429,378,488,543,475,407,1453,1663,443,811,485,125,37,6948,155,107,168,36,17,69,69,111,57,5041,340,1828,528,7392,83,23,5,2087,46,170,32,2657,99,208,20,3824,2696,915,245,57,1290,2558,851,1372,455,396,1401,1187,176,1400,2123,259,392,575,556,783,484,323,285,243,317,328000,60900,60
E02000089,7783,2899,6277,5492,3814,6129,426,457,507,514,469,305,1449,1691,454,726,543,155,87,6988,203,126,106,18,11,46,77,167,41,5165,231,1772,615,7443,81,16,1,2055,45,164,29,2564,148,168,19,3830,2658,944,275,76,1308,2476,781,1464,413,410,1303,1186,160,1399,1991,264,331,673,574,721,456,323,262,216,258,360000,59600,86
E02000090,8726,3962,7422,6309,4259,7165,481,342,400,480,667,642,1802,1523,504,772,688,252,173,7560,342,180,154,12,43,96,111,172,56,5430,377,2196,723,8260,141,38,5,2108,51,204,84,2865,356,707,34,4248,2850,1137,376,115,1593,2447,1038,2015,648,1092,1887,983,205,1878,1776,400,479,811,700,778,411,297,306,168,309,235000,50000,110
E02000091,9682,4279,8107,6875,4480,7967,450,475,538,682,666,548,1730,1849,612,900,793,276,163,8293,369,213,182,59,63,101,129,231,42,6238,476,2266,702,9211,157,46,16,2325,81,225,77,2980,694,575,30,4522,3387,1294,382,97,1719,2779,1011,2217,711,1090,1897,1292,235,1740,2093,412,481,898,693,794,477,343,318,197,279,280000,48700,111
E02000092,6426,2722,4986,4446,2794,4967,493,419,441,405,373,446,1277,1212,324,496,411,87,42,5384,233,188,79,22,31,52,86,303,48,3901,354,1750,421,5973,86,53,9,1607,88,119,38,1556,889,245,32,2839,2160,964,343,120,1419,1863,487,965,333,747,1237,738,104,879,1585,226,224,402,328,440,359,270,252,232,287,275500,42700,105
E02000093,10883,3408,8759,8126,5221,8652,699,626,669,616,774,1149,2431,1980,523,783,475,97,61,1779,1262,338,4153,423,86,146,1233,1043,420,3539,6194,554,596,7750,1730,788,192,2193,206,221,132,2235,402,718,53,4831,4077,1378,464,133,1903,2106,802,2721,873,775,1504,1129,172,2433,2246,370,534,890,561,720,713,348,581,312,562,399950,50800,217
E02000094,8746,2738,6845,6410,4077,6739,633,563,558,608,656,820,1992,1592,356,533,315,78,42,1966,1311,372,1616,583,79,172,947,1176,524,3753,3919,531,543,6340,1370,581,82,1592,188,250,161,1645,396,655,42,4294,3064,962,320,106,1362,1761,720,1912,813,676,1217,845,144,1826,1800,307,378,668,367,488,605,336,428,310,497,325000,47900,161
E02000095,9921,3117,8148,7423,4574,8010,604,517,530,625,813,977,2082,1852,480,716,502,138,85,1634,1127,310,3931,486,56,69,950,756,602,2919,5924,450,628,7121,1606,666,156,1932,177,226,160,1897,398,780,42,4404,3645,1328,390,154,1716,1842,755,2650,1049,881,1325,911,172,2226,1875,301,472,828,492,632,554,314,514,269,499,445000,50000,167
E02000096,7598,2518,6317,5721,3786,6254,399,382,417,429,556,713,1453,1451,499,703,424,117,55,1767,686,190,3331,283,36,95,625,315,270,1886,4796,466,450,6254,704,337,62,1580,117,189,128,1903,109,469,37,3539,2798,949,237,75,966,1287,647,2754,631,468,968,1082,285,1613,1666,222,523,1087,484,546,303,212,287,120,224,537500,55800,108
E02000097,8958,2926,7114,6564,4084,7114,595,575,539,611,647,844,1926,1691,402,578,423,85,42,2096,1140,324,2056,521,55,86,1001,1041,638,3778,4210,463,507,6510,1365,603,121,1656,203,280,152,1857,317,714,38,4018,3355,1120,324,141,1488,1788,751,1929,891,696,1336,894,156,1785,1910,233,381,594,344,571,593,321,449,312,519,394500,48400,153
E02000098,7944,2652,6411,5901,3689,6384,488,481,454,521,617,781,1677,1447,393,575,381,89,40,1499,1106,352,1862,392,60,142,814,1011,706,2883,3955,572,534,5953,1156,443,91,1433,188,226,161,1459,482,674,37,3797,2747,969,318,113,1092,1371,636,2320,736,684,1155,813,170,1879,1438,202,450,806,411,464,403,246,313,206,390,545000,46500,126
E02000099,8707,2782,6762,6329,4070,6706,714,552,560,531,702,961,2136,1359,305,454,307,79,47,1256,1356,391,2294,434,68,134,1056,1216,502,3096,4503,614,494,6255,1341,571,99,1579,211,240,198,1495,377,865,45,4241,3206,892,272,96,1135,1476,679,2418,806,834,1318,630,167,2258,1389,256,386,797,491,532,443,326,380,229,486,400000,49200,175
E02000100,8388,2696,7141,6652,4198,6471,364,349,448,689,889,878,1584,1576,430,692,364,83,42,1960,689,246,2595,588,19,142,1067,697,385,2951,4130,811,496,7015,820,283,49,1471,137,233,145,1794,441,434,27,4143,3040,895,232,78,824,1488,993,3046,1299,614,986,1096,205,1596,1791,606,526,1328,504,521,263,266,332,175,283,510000,53800,101
E02000101,9332,3312,7288,6732,3934,7118,749,582,583,604,674,951,2162,1522,400,549,402,96,58,1644,1187,442,1685,437,62,130,724,2102,919,3914,4221,613,584,6888,1274,570,115,1646,286,252,187,1325,1047,882,58,4379,3237,1150,417,149,1470,1696,706,2354,903,1314,1340,658,161,2057,1442,274,412,779,375,502,407,314,400,261,484,290000,39800,141
E02000102,7787,2496,5760,5432,3142,5756,665,616,613,561,530,709,1766,1332,241,426,268,43,17,1267,1199,346,1238,677,44,32,621,1824,539,3379,3559,395,454,5329,1251,698,117,1321,231,163,157,1191,590,698,17,3518,2794,1038,341,96,1478,1538,563,1225,684,951,1059,486,83,1540,1243,276,241,356,257,348,512,296,340,289,503,360000,41900,117
E02000103,8723,2994,6672,6206,3621,6654,700,609,617,621,619,752,1898,1535,343,563,356,81,29,2318,1367,473,491,582,63,61,827,1840,701,4409,3095,638,581,6480,1245,505,69,1420,319,275,224,1472,772,710,40,4126,3007,1098,375,117,1487,1707,654,1805,831,1084,1336,574,134,1802,1386,299,344,557,347,414,461,326,376,280,516,450000,41900,141
E02000104,6767,2213,5551,5017,3081,5449,396,380,355,404,519,722,1436,1190,327,504,362,104,68,1179,844,295,1786,423,39,97,766,898,440,2257,3667,399,444,4979,1008,452,88,1197,139,178,173,1333,254,596,30,3068,2417,928,268,86,1016,1210,518,1937,680,707,899,607,137,1509,1152,283,346,537,389,356,308,218,338,224,365,350000,47500,95
E02000105,9202,2997,7286,6902,4334,7244,726,570,521,513,686,1057,2400,1464,369,512,281,70,33,1212,1019,362,2643,595,39,90,1577,1282,383,3163,5013,514,512,6378,1631,625,127,1579,237,240,239,1505,424,1017,51,4468,3347,981,298,108,1250,1580,691,2527,993,1070,1267,660,141,2348,1572,273,460,686,420,486,400,327,542,348,665,301500,48400,154
E02000106,10217,3449,7885,7474,4488,7876,883,717,621,605,854,1122,2442,1676,388,498,320,58,33,1855,1990,504,1131,615,65,88,940,2242,787,4791,4038,749,639,6829,1823,856,174,1640,329,267,310,1490,642,1270,47,4818,3649,1215,403,132,1788,1888,760,2018,964,1524,1352,573,134,2513,1442,399,369,562,362,451,733,401,442,395,773,367500,38200,169
E02000107,10692,4107,8861,8486,5686,8805,741,522,475,527,938,1527,3013,1662,423,489,284,67,24,3487,2230,590,505,631,57,108,905,1371,808,4929,3050,1847,866,8066,1499,572,82,1623,266,453,489,1496,630,1941,40,5526,3511,1122,397,136,1411,1678,867,3565,1117,2156,1490,461,292,3660,1159,575,561,1180,793,560,576,491,438,276,811,456000,45700,130
E02000108,6584,2147,5226,4888,3093,5207,455,412,418,355,486,693,1618,1107,275,427,260,56,22,1024,702,253,1800,430,34,29,1080,985,247,2364,3481,369,370,4589,1134,511,64,1214,155,130,145,1196,337,585,29,3106,2362,757,266,93,936,1202,474,1669,607,736,941,470,99,1696,1115,183,290,477,286,380,327,235,364,268,466,250000,42700,93
E02000109,9864,3264,7980,7513,4698,7809,694,577,500,594,853,1280,2384,1577,334,604,359,79,29,1181,1160,411,2617,653,84,128,942,2174,514,3751,4881,669,563,7038,1616,640,147,1719,267,231,275,1665,487,1072,40,4599,3598,1198,343,126,1506,1735,693,2688,1002,1343,1269,652,134,2586,1520,458,379,878,502,501,522,326,486,424,680,350000,46100,183
E02000110,8087,2969,6789,6461,4331,6785,469,391,355,473,731,1091,1996,1417,363,473,262,47,19,2589,1703,474,632,454,55,147,380,1131,522,3611,2257,1519,700,6392,952,372,62,1178,253,336,384,1381,593,972,23,3983,2758,971,274,101,1023,1372,673,2795,773,1289,1280,400,206,2659,1026,440,468,989,721,478,397,313,319,181,465,718000,50100,122
E02000111,9782,2914,7921,7434,4718,7835,698,538,519,556,763,1143,2393,1775,399,511,357,80,50,946,640,271,4442,597,68,33,1336,1173,276,2528,6361,344,549,6346,1963,857,179,1737,229,146,236,1510,389,971,44,4623,3493,1119,408,139,1582,1745,656,2403,1074,1137,1181,596,113,2534,1522,549,401,639,403,499,428,372,621,486,869,352500,46500,198
E02000112,9432,2892,7808,7343,4712,7709,571,443,493,586,879,1146,2202,1741,342,564,370,63,32,836,1151,366,3211,572,78,103,1076,1679,360,3401,5053,471,507,6264,1815,838,177,1619,218,174,295,1551,264,1036,41,4256,3565,1115,344,152,1587,1740,703,2229,1156,1227,1142,523,105,2716,1328,563,319,599,384,510,557,370,541,451,981,360000,43800,175
E02000113,9655,3306,6910,6568,3394,6910,871,822,870,863,752,725,1935,1674,312,489,270,51,21,1493,896,630,717,347,101,37,596,4265,573,4769,3628,575,683,7290,1111,627,114,1606,436,219,169,796,1956,494,60,4571,3121,1316,490,157,1815,2088,791,1307,1019,1617,1307,382,60,1711,1225,398,204,331,246,373,350,439,502,365,584,244475,36100,150
E02000114,9010,3528,7476,7163,4948,7463,594,443,414,404,865,1394,2636,1273,278,396,244,47,22,2676,2060,598,628,456,46,102,622,1358,464,4148,2402,1765,695,6803,1243,513,84,1361,249,367,448,1158,727,1586,57,4687,3007,884,309,123,1146,1362,780,2936,876,2012,1209,307,196,3271,994,487,469,989,858,491,488,382,349,242,680,450000,42900,136
E02000115,8340,3911,7192,6784,4720,7150,494,348,249,307,704,1403,2407,1265,327,428,282,77,49,3579,1602,572,334,127,20,157,395,974,580,3433,1954,2140,813,6960,698,291,69,1238,183,438,422,1278,1031,1549,53,4340,2610,904,362,124,930,1122,688,3682,680,2160,1397,354,266,3113,849,492,515,1398,1031,467,299,282,276,141,311,505000,48400,117
E02000116,8153,3072,6349,6088,3760,6342,660,559,505,462,603,954,2286,1284,232,347,206,33,22,1661,1663,599,663,325,42,99,752,1867,482,4341,2261,938,613,5611,1408,617,108,1260,281,228,325,784,1012,1226,50,3854,2880,1011,310,98,1382,1460,597,1726,764,1826,1017,229,111,2502,771,376,237,485,400,342,521,403,370,275,727,400000,36000,135
E02000117,12013,4557,8899,8415,4561,8830,1148,928,855,890,861,942,2809,2102,370,624,388,69,27,2007,1732,827,499,485,66,55,705,5025,612,6518,3479,1072,944,8781,1517,887,142,1909,529,294,295,1104,2153,1214,86,5499,4051,1606,639,218,2254,2524,885,1805,1099,2629,1624,304,123,2545,1274,619,308,502,387,515,538,495,476,427,913,250000,34100,230
E02000118,9425,2849,7527,7159,4440,7521,631,548,587,636,781,974,2202,1857,343,498,294,51,23,821,811,345,3641,416,76,54,1565,1425,271,2669,5841,372,543,5811,1973,1041,209,1631,279,157,205,1523,582,710,34,4281,3557,1144,330,113,1705,1825,660,1832,1016,1059,1212,578,87,2047,1605,701,290,428,321,436,559,338,514,669,885,258000,44800,171
E02000119,7248,2597,5228,4974,2523,5202,627,616,663,579,542,582,1515,1260,228,382,211,30,13,953,631,440,319,174,26,27,524,3708,446,3667,2427,562,592,5636,753,381,86,1164,295,166,133,432,1722,397,46,3544,2262,922,378,142,1329,1535,549,1180,764,1367,1017,213,61,1352,824,286,139,379,235,262,229,309,329,223,418,330000,38200,150
E02000120,9214,4277,7904,7591,5496,7894,614,350,295,264,717,1508,2996,1297,371,489,236,52,25,3953,1961,633,261,147,7,167,463,1128,494,4175,1578,2620,841,7660,850,268,45,1481,220,499,436,1462,1008,1766,41,4834,2982,940,344,114,1029,1251,726,3870,667,2581,1473,223,301,3576,805,814,638,1453,1173,471,381,417,311,171,481,499999,47800,117
E02000121,8933,2623,7366,6972,4434,7365,555,508,425,505,768,1139,2154,1571,382,532,335,42,17,642,790,211,4403,417,42,59,1355,750,264,2067,6074,356,436,5449,1883,1017,240,1644,162,156,178,1438,246,884,55,4080,3316,1098,327,112,1591,1532,577,2123,948,992,1112,519,101,2257,1335,741,328,484,376,447,505,294,582,537,881,263750,44100,221
E02000122,8079,3047,6551,6039,4148,6535,511,486,460,400,488,852,1994,1469,380,527,373,92,47,3313,1391,505,571,244,29,73,332,937,684,3731,2068,1581,699,6765,726,240,52,1284,227,337,313,1667,545,775,60,4174,2606,878,329,92,1046,1240,623,2858,600,1158,1283,606,378,2155,1075,540,596,1040,883,372,302,304,240,127,284,832500,55900,83
E02000123,14719,5884,11274,10864,6582,11212,1343,968,925,924,1036,1532,3976,2525,430,650,322,63,25,3106,2747,1066,664,399,28,79,994,4867,769,8060,3656,1868,1135,10248,2239,1164,226,2277,591,464,483,1505,1997,2303,79,7217,4906,1717,632,247,2541,2829,1051,2823,1280,3549,1928,407,254,3964,1499,865,471,853,821,592,735,739,600,495,1276,392500,34200,239
E02000124,10222,4334,8463,8098,5858,8409,735,508,429,414,617,1405,3198,1713,384,454,274,65,26,4771,1855,706,289,137,19,116,495,1284,550,4756,1632,2900,934,8549,870,280,52,1701,256,510,453,1807,898,1567,62,5735,3085,950,343,109,1045,1474,815,4221,708,2114,1809,411,428,3555,983,892,799,1428,1357,519,393,431,301,166,464,711501,53000,175
E02000125,10815,4329,8870,8356,5860,8858,801,586,468,455,726,1244,3143,1877,405,596,398,84,32,4024,1803,787,806,192,65,97,506,2031,504,5514,2148,2266,887,8641,1104,458,83,1753,317,494,421,2139,926,1213,51,5528,3563,1181,403,140,1558,1723,873,3639,781,1968,1827,534,375,3287,1374,824,672,1281,1170,545,551,471,372,248,550,600000,50300,161
E02000126,7775,3381,5925,5641,3200,5888,619,576,552,457,552,728,2046,1349,234,378,232,42,10,1713,862,546,203,139,35,96,418,3057,706,3930,2164,1051,630,6063,965,312,67,1216,312,225,227,467,2437,438,39,3614,2553,995,452,161,1330,1569,607,1652,664,2221,1018,142,111,2065,574,450,224,526,439,353,243,357,361,260,437,450000,36300,149
E02000127,8483,3675,6587,5957,3641,6539,637,566,588,524,532,591,1911,1484,420,600,440,124,66,6341,489,335,168,12,9,65,176,819,69,4969,522,2375,617,7830,219,77,6,2006,176,196,64,1934,1314,381,46,3733,2932,1282,420,116,1828,2342,667,1356,478,1256,1660,759,124,1550,1726,241,364,536,418,549,480,402,276,206,410,257000,41700,171
E02000128,7294,3006,5837,5288,3720,5773,492,439,432,401,393,426,1666,1458,440,598,401,100,48,6090,353,227,109,26,58,71,79,204,77,4373,392,2028,501,6857,120,28,10,1776,80,234,44,2232,376,372,26,3794,2395,804,225,76,1059,2013,642,1842,338,561,1443,1002,201,1437,1774,308,504,737,593,562,393,264,255,177,235,410000,57300,105
E02000130,7914,3464,6385,5992,4211,6360,575,424,425,439,412,563,2129,1622,417,515,276,87,30,4796,704,489,136,54,57,84,189,1294,111,4242,672,2358,642,7126,283,108,20,1537,163,438,114,2083,660,691,30,4042,2642,913,255,62,943,1696,666,2670,492,1298,1559,607,233,2320,1239,419,487,1112,678,570,328,335,253,165,283,417500,51500,152
E02000131,8954,4589,7306,7072,4986,7252,755,454,360,368,531,918,3257,1441,307,329,160,48,26,4586,1021,721,160,54,28,86,204,1966,128,4543,748,2830,833,7833,446,145,19,1557,278,451,143,1814,1210,1534,31,4449,3161,990,275,79,971,1839,741,3137,506,2358,1876,355,252,3194,1081,459,517,1218,986,604,410,398,279,180,394,299950,43900,184
E02000132,8567,4668,7414,6688,4872,7334,553,294,252,265,457,964,2610,1397,454,595,481,170,75,6158,737,363,264,28,23,122,161,582,129,4653,614,2613,687,7866,238,80,11,1766,154,397,89,2534,703,1369,62,4256,3053,906,264,88,1043,1900,839,3221,319,1556,2461,651,212,2960,1370,330,654,1276,991,758,349,268,224,139,213,330000,53700,162
E02000133,9606,3961,7917,6710,4618,7714,541,535,502,477,395,412,1980,2036,590,931,817,227,163,7933,512,202,365,50,31,94,145,200,74,6143,640,2037,786,9159,95,23,2,2373,69,374,57,3381,98,436,46,5163,3099,998,262,84,924,2092,888,3638,472,416,1766,1779,434,2196,1802,186,994,1304,883,634,205,199,193,84,122,650000,75200,137
